AREA,ST,STATE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,State_ID,ID,Base Year,Base,Projected Year,Projection,Change,Percent Change,Average Annual Openings,MajorGroupCode,MajorGroup,MinorGroup,MinorGroupDescr,JobDescription,RJ_1,RJ_2,RJ_3,RJ_4,RJ_5,RJ_6,RJ_7,RJ_8,RJ_9,RJ_10,RJ_11,RJ_12,RJ_13,RJ_14,RJ_15,RJ_16,RJ_17,RJ_18,RJ_19,RJ_20,RJ_21,RJ_22,RJ_23,RJ_24,RJ_25,RJ_26,RJ_27,RJ_28,RJ_29,RJ_30,RJ_31,RJ_32,RJ_33,RJ_34,RJ_35,RJ_36,RJ_37,RJ_38,RJ_39,RJ_40,RJ_41,RJ_42,RJ_43,RJ_44,RJ_45,RJ_46,RJ_47,RJ_48,RJ_49,RJ_50,RJ_51,RJ_52,RJ_53,RJDescr_1,RJDescr_2,RJDescr_3,RJDescr_4,RJDescr_5,RJDescr_6,RJDescr_7,RJDescr_8,RJDescr_9,RJDescr_10,RJDescr_11,RJDescr_12,RJDescr_13,RJDescr_14,RJDescr_15,RJDescr_16,RJDescr_17,RJDescr_18,RJDescr_19,RJDescr_20,RJDescr_21,RJDescr_22,RJDescr_23,RJDescr_24,RJDescr_25,RJDescr_26,RJDescr_27,RJDescr_28,RJDescr_29,RJDescr_30,RJDescr_31,RJDescr_32,RJDescr_33,RJDescr_34,RJDescr_35,RJDescr_36,RJDescr_37,RJDescr_38,RJDescr_39,RJDescr_40,RJDescr_41,RJDescr_42,RJDescr_43,RJDescr_44,RJDescr_45,RJDescr_46,RJDescr_47,RJDescr_48,RJDescr_49,RJDescr_50,RJDescr_51,RJDescr_52,RJDescr_53,MajorGroupIndex,Education,EducationIndex,Training,TrainingIndex,Experience,ExperienceIndex,STEM,STEMIndex
0,USA, United States,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,63330,2.3,,,15.98,33250,0.8,10.1,12.25,15.48,18.96,23.12,21010,25490,32190,39440,48080,,,0,0-51-9032,2014,63600,2024,58400,-5200,-8.1,1270,51-0000,Production ,51-9000,Other Production Occupations,"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",51-4023,51-4081,51-6062,51-6091,51-9041,51-9111,51-9121,51-9191,51-9195,51-9196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Textile Cutting Machine Setters, Operators, and Tenders","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Packaging and Filling Machine Operators and Tenders,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Adhesive Bonding Machine Operators and Tenders,"Molders, Shapers, and Casters, Except Metal and Plastic","Paper Goods Machine Setters, Operators, and Tenders",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,71430,2.9,,,16.36,34030,0.9,10.12,12.29,15.46,19.49,24.07,21040,25570,32160,40550,50070,,,0,0-51-9040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,71430,2.9,,,16.36,34030,0.9,10.12,12.29,15.46,19.49,24.07,21040,25570,32160,40550,50070,,,0,0-51-9041,2014,68200,2024,59000,-9200,-13.6,2440,51-0000,Production ,51-9000,Other Production Occupations,"Set up, operate, or tend machines, such as glass forming machines, plodder machines, and tuber machines, to shape and form products, such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",51-2031,51-4031,51-4033,51-5113,51-7041,51-9032,51-9111,51-9121,51-9191,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engine and Other Machine Assemblers,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Print Binding and Finishing Workers,"Sawing Machine Setters, Operators, and Tenders, Wood","Cutting and Slicing Machine Setters, Operators, and Tenders",Packaging and Filling Machine Operators and Tenders,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Adhesive Bonding Machine Operators and Tenders,"Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,19650,3.3,,,17.77,36970,1.1,10.88,13.41,17,21.46,26.44,22620,27890,35360,44630,55000,,,0,0-51-9050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,19650,3.3,,,17.77,36970,1.1,10.88,13.41,17,21.46,26.44,22620,27890,35360,44630,55000,,,0,0-51-9051,2014,20900,2024,18900,-2000,-9.7,550,51-0000,Production ,51-9000,Other Production Occupations,"Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities, such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap.",49-9045,51-3092,51-4031,51-4051,51-4122,51-4193,51-7041,51-9023,51-9192,53-7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Refractory Materials Repairers, Except Brickmasons",Food Batchmakers,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Metal-Refining Furnace Operators and Tenders,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Sawing Machine Setters, Operators, and Tenders, Wood","Mixing and Blending Machine Setters, Operators, and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Machine Feeders and Offbearers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,508590,0.7,,,18.95,39410,0.4,10.16,12.97,17.31,23.14,29.88,21140,26980,36000,48130,62150,,,0,0-51-9060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,508590,0.7,,,18.95,39410,0.4,10.16,12.97,17.31,23.14,29.88,21140,26980,36000,48130,62150,,,0,0-51-9061,2014,496600,2024,495500,-1100,-0.2,12480,51-0000,Production ,51-9000,Other Production Occupations,"Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",43-5071,43-9051,51-2092,51-3092,51-4022,51-4031,51-4121,51-5113,51-6093,53-7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shipping, Receiving, and Traffic Clerks","Mail Clerks and Mail Machine Operators, Except Postal Service",Team Assemblers,Food Batchmakers,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Welders, Cutters, Solderers, and Brazers",Print Binding and Finishing Workers,Upholsterers,Machine Feeders and Offbearers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9070,Jewelers and Precious Stone and Metal Workers,broad,25270,4.8,,,20.38,42380,2.2,10.4,13.17,17.82,24.01,32.31,21640,27400,37060,49930,67210,,,0,0-51-9070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,25270,4.8,,,20.38,42380,2.2,10.4,13.17,17.82,24.01,32.31,21640,27400,37060,49930,67210,,,0,0-51-9071,2014,39800,2024,35300,-4500,-11.3,620,51-0000,Production ,51-9000,Other Production Occupations,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems. Includes diamond polishers and gem cutters, and persons who perform precision casting and modeling of molds, casting metal in molds, or setting precious and semi-precious stones for jewelry and related products.",27-1012,27-1013,29-2081,49-9063,51-5111,51-6051,51-6052,51-9081,51-9151,51-9195,49-9064,49-9061,27-4021,51-4061,51-4032,51-5112,51-5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Craft Artists,"Fine Artists, Including Painters, Sculptors, and Illustrators","Opticians, Dispensing",Musical Instrument Repairers and Tuners,Prepress Technicians and Workers,"Sewers, Hand","Tailors, Dressmakers, and Custom Sewers",Dental Laboratory Technicians,Photographic Process Workers and Processing Machine Operators,"Molders, Shapers, and Casters, Except Metal and Plastic",Watch Repairers,Camera and Photographic Equipment Repairers,Photographers,"Model Makers, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Printing Press Operators,Print Binding and Finishing Workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Long-term on-the-job training,3,Non-STEM,1
0,USA, United States,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",broad,80150,2.3,,,18.08,37610,0.8,10.29,12.77,16.32,21.69,28.45,21410,26560,33950,45120,59170,,,0,0-51-9080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9081,Dental Laboratory Technicians,detailed,37520,2.6,,,19.48,40520,0.9,10.68,13.73,17.88,23.72,29.74,22220,28570,37190,49340,61870,,,0,0-51-9081,2014,38700,2024,42900,4200,10.8,1350,51-0000,Production ,51-9000,Other Production Occupations,Construct and repair full or partial dentures or dental appliances.,31-9093,51-2023,51-4121,51-5113,51-6093,51-9021,51-9071,51-9082,51-9083,51-9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical Equipment Preparers,Electromechanical Equipment Assemblers,"Welders, Cutters, Solderers, and Brazers",Print Binding and Finishing Workers,Upholsterers,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Jewelers and Precious Stone and Metal Workers,Medical Appliance Technicians,Ophthalmic Laboratory Technicians,Photographic Process Workers and Processing Machine Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9082,Medical Appliance Technicians,detailed,14640,8.2,,,18.76,39020,1.5,10.77,13.31,16.77,21.99,29.89,22400,27680,34890,45730,62160,,,0,0-51-9082,2014,14600,2024,16100,1600,10.7,510,51-0000,Production ,51-9000,Other Production Occupations,"Construct, fit, maintain, or repair medical supportive devices, such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",17-3023,17-3027,17-3029,29-2011,31-9099,49-2091,49-3052,49-9062,49-9071,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electrical and Electronic Engineering Technicians,Mechanical Engineering Technicians,"Engineering Technicians, Except Drafters, All Other",Medical and Clinical Laboratory Technologists,"Healthcare Support Workers, All Other",Avionics Technicians,Motorcycle Mechanics,Medical Equipment Repairers,"Maintenance and Repair Workers, General","Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Long-term on-the-job training,3,Non-STEM,1
0,USA, United States,51-9083,Ophthalmic Laboratory Technicians,detailed,27990,3.8,,,15.85,32970,1.8,9.91,11.78,14.35,18.07,23.94,20610,24500,29860,37590,49790,,,0,0-51-9083,2014,30200,2024,33200,3000,9.8,1020,51-0000,Production ,51-9000,Other Production Occupations,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",51-4011,51-4121,51-5113,51-6062,51-6093,51-9081,51-9121,51-9141,51-9151,51-9191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Computer-Controlled Machine Tool Operators, Metal and Plastic","Welders, Cutters, Solderers, and Brazers",Print Binding and Finishing Workers,"Textile Cutting Machine Setters, Operators, and Tenders",Upholsterers,Dental Laboratory Technicians,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Semiconductor Processors,Photographic Process Workers and Processing Machine Operators,Adhesive Bonding Machine Operators and Tenders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9110,Packaging and Filling Machine Operators and Tenders,broad,378560,1.3,,,14.31,29770,0.5,9.07,10.25,13.02,17.14,22.31,18860,21330,27080,35650,46400,,,0,0-51-9110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,378560,1.3,,,14.31,29770,0.5,9.07,10.25,13.02,17.14,22.31,18860,21330,27080,35650,46400,,,0,0-51-9111,2014,378400,2024,382200,3800,1,13870,51-0000,Production ,51-9000,Other Production Occupations,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,51-4022,51-4031,51-4072,51-5113,51-6064,51-7041,51-9041,51-9121,51-9191,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Print Binding and Finishing Workers,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Adhesive Bonding Machine Operators and Tenders,"Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9120,Painting Workers,broad,156550,1.4,,,17.84,37110,0.5,10.52,12.92,16.51,21.29,27.36,21890,26880,34340,44290,56910,,,0,0-51-9120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,88780,1.9,,,16.16,33610,0.6,10.29,12.37,15.35,18.93,23.36,21400,25740,31940,39370,48580,,,0,0-51-9121,2014,97700,2024,97000,-700,-0.7,1840,51-0000,Production ,51-9000,Other Production Occupations,"Set up, operate, or tend machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials.",51-4023,51-4031,51-4191,51-6091,51-7041,51-9032,51-9041,51-9111,51-9191,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Sawing Machine Setters, Operators, and Tenders, Wood","Cutting and Slicing Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Packaging and Filling Machine Operators and Tenders,Adhesive Bonding Machine Operators and Tenders,"Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9122,"Painters, Transportation Equipment",detailed,51760,2,,,21.6,44920,0.8,12.4,15.64,19.79,26.21,32.98,25790,32520,41150,54520,68600,,,0,0-51-9122,2014,54300,2024,57500,3200,5.9,1340,51-0000,Production ,51-9000,Other Production Occupations,"Operate or tend painting machines to paint surfaces of transportation equipment, such as automobiles, buses, trucks, trains, boats, and airplanes. Includes painters in auto body repair facilities.",47-2053,49-3021,49-9045,51-2031,51-4052,51-4121,51-5113,51-9111,51-9121,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrazzo Workers and Finishers,Automotive Body and Related Repairers,"Refractory Materials Repairers, Except Brickmasons",Engine and Other Machine Assemblers,"Pourers and Casters, Metal","Welders, Cutters, Solderers, and Brazers",Print Binding and Finishing Workers,Packaging and Filling Machine Operators and Tenders,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9123,"Painting, Coating, and Decorating Workers",detailed,16020,4.2,,,15.01,31210,1.1,9.32,11.08,14.07,17.65,22.33,19390,23050,29270,36720,46440,,,0,0-51-9123,2014,17500,2024,17200,-300,-2,330,51-0000,Production ,51-9000,Other Production Occupations,"Paint, coat, or decorate articles such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",47-2053,51-2021,51-4121,51-4122,51-5113,51-6011,51-6041,51-6063,51-9031,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terrazzo Workers and Finishers,"Coil Winders, Tapers, and Finishers","Welders, Cutters, Solderers, and Brazers","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Print Binding and Finishing Workers,Laundry and Dry-Cleaning Workers,Shoe and Leather Workers and Repairers,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Cutters and Trimmers, Hand","Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,No formal educational credential,0,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9140,Semiconductor Processors,broad,24230,9.1,,,18.08,37600,1.2,12.17,13.96,17.01,21.15,26.36,25310,29040,35390,44000,54820,,,0,0-51-9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9141,Semiconductor Processors,detailed,24230,9.1,,,18.08,37600,1.2,12.17,13.96,17.01,21.15,26.36,25310,29040,35390,44000,54820,,,0,0-51-9141,2014,25300,2024,23200,-2100,-8.3,520,51-0000,Production ,51-9000,Other Production Occupations,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",51-2031,51-3092,51-4033,51-4121,51-4191,51-5113,51-6091,51-9032,51-9121,51-9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engine and Other Machine Assemblers,Food Batchmakers,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Welders, Cutters, Solderers, and Brazers","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Print Binding and Finishing Workers,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Cutting and Slicing Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Photographic Process Workers and Processing Machine Operators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Associate's degree,4,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9150,Photographic Process Workers and Processing Machine Operators,broad,23940,4.1,,,14.77,30720,1.3,9.22,10.43,12.78,17.26,23.37,19170,21690,26590,35900,48610,,,0,0-51-9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,23940,4.1,,,14.77,30720,1.3,9.22,10.43,12.78,17.26,23.37,19170,21690,26590,35900,48610,,,0,0-51-9151,2014,28800,2024,19400,-9500,-32.9,560,51-0000,Production ,51-9000,Other Production Occupations,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,39-3021,43-9071,51-2023,51-2093,51-4121,51-5111,51-5113,51-9083,51-9141,51-9194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motion Picture Projectionists,"Office Machine Operators, Except Computer",Electromechanical Equipment Assemblers,Timing Device Assemblers and Adjusters,"Welders, Cutters, Solderers, and Brazers",Prepress Technicians and Workers,Print Binding and Finishing Workers,Ophthalmic Laboratory Technicians,Semiconductor Processors,Etchers and Engravers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Short-term on-the-job training,1,Non-STEM,1
0,USA, United States,51-9190,Miscellaneous Production Workers,broad,881020,1.2,,,14.21,29560,0.4,8.92,10.08,12.78,17.08,22.19,18550,20960,26590,35520,46160,,,0,0-51-9190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
0,USA, United States,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,17400,5.9,,,16.23,33750,1.5,10.12,12.12,15.25,18.99,23.54,21040,25220,31710,39490,48970,,,0,0-51-9191,2014,18400,2024,17100,-1200,-6.8,480,51-0000,Production ,51-9000,Other Production Occupations,"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials.",51-4031,51-4191,51-5113,51-6064,51-7041,51-9032,51-9041,51-9111,51-9121,51-9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Print Binding and Finishing Workers,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood","Cutting and Slicing Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Packaging and Filling Machine Operators and Tenders,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Molders, Shapers, and Casters, Except Metal and Plastic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,High school diploma or equivalent,1,None,0,Moderate-term on-the-job training,2,Non-STEM,1
0,USA, United States,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,17420,3.9,,,14.38,29910,0.9,9.51,10.9,13.41,16.99,21.3,19770,22670,27880,35340,44310,,,0,0-51-9192,2014,18500,2024,18600,100,0.4,490,51-0000,Production ,51-9000,Other Production Occupations,"Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.",35-2014,51-2021,51-3091,51-3092,51-4122,51-4193,51-6011,51-9111,51-9122,53-7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooks, Restaurant","Coil Winders, Tapers, and Finishers","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Food Batchmakers,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Laundry and Dry-Cleaning Workers,Packaging and Filling Machine Operators and Tenders,"Painters, Transportation Equipment",Machine Feeders and Offbearers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,No formal educational credential,0,None,0,Moderate-term on-the-job training,2,Non-STEM,1
